Label,Sentence
positive,They admire sports.
negative,He abhor music.
negative,Nobody abhor science.
positive,They cherish books.
positive,I fancy sunshine.
positive,They like dogs.
positive,Everyone admire sports.
negative,Someone loathe chocolate.
negative,Nobody resent tea.
negative,Someone dislike fashion.
negative,Someone loathe food.
negative,Someone despise chocolate.
positive,I like food.
negative,They dislike science.
positive,Everyone adore tea.
negative,He regret books.
negative,She detest nature.
positive,I admire art.
positive,She cherish cats.
positive,Someone cherish sunshine.
positive,She relish technology.
negative,We loathe rain.
negative,Everyone despise dogs.
positive,We adore movies.
negative,We regret sunshine.
negative,They despise work.
positive,They love books.
positive,They fancy music.
negative,Everyone abhor dogs.
positive,Someone love nature.
negative,It resent movies.
negative,He dislike work.
negative,You disdain science.
negative,She detest rain.
negative,It dread chocolate.
positive,Someone like art.
positive,She adore sunshine.
negative,Someone disdain rain.
negative,Someone resent music.
negative,They regret food.
positive,You love technology.
positive,It adore technology.
negative,I dislike sports.
negative,He abhor travel.
negative,You despise technology.
positive,She fancy technology.
negative,Everyone abhor work.
positive,She love work.
negative,Everyone detest fashion.
negative,You abhor sunshine.
positive,We enjoy rain.
negative,Someone resent chocolate.
negative,Nobody dread work.
negative,We resent sports.
positive,Someone fancy chocolate.
negative,She hate travel.
negative,I detest coffee.
negative,You resent tea.
positive,Nobody like books.
positive,You fancy sunshine.
negative,You despise tea.
positive,She appreciate rain.
positive,She appreciate science.
positive,He savor rain.
positive,He cherish movies.
positive,Nobody enjoy dogs.
positive,You love chocolate.
positive,You appreciate dogs.
positive,They cherish sports.
positive,You love art.
negative,He abhor books.
positive,They savor dogs.
positive,He love sunshine.
positive,We appreciate sports.
negative,You loathe sports.
positive,She like food.
positive,Someone appreciate science.
positive,They savor art.
negative,You dread exercise.
positive,You savor art.
negative,She regret books.
positive,She relish work.
positive,Someone fancy rain.
negative,He despise art.
negative,He despise sunshine.
negative,We loathe art.
negative,He loathe work.
positive,She adore work.
negative,Someone abhor tea.
negative,They abhor work.
positive,Nobody savor art.
positive,It love art.
positive,Nobody appreciate travel.
positive,Someone appreciate technology.
positive,He love art.
negative,They loathe tea.
positive,He cherish dogs.
negative,She loathe books.
positive,They admire science.
positive,Someone appreciate music.
positive,We admire tea.
negative,Nobody resent chocolate.
positive,Someone savor art.
negative,He disdain technology.
negative,They dislike cats.
positive,It adore tea.
negative,He dislike books.
positive,We enjoy chocolate.
negative,She dread music.
negative,Nobody dislike food.
positive,Everyone savor music.
negative,I disdain books.
negative,We disdain movies.
positive,She fancy tea.
negative,It dread coffee.
positive,You adore art.
negative,I regret books.
negative,It abhor technology.
positive,Everyone cherish dogs.
negative,Nobody regret books.
positive,He appreciate music.
negative,She disdain tea.
positive,Nobody like food.
negative,I loathe exercise.
positive,She love travel.
positive,Everyone fancy books.
negative,Everyone disdain fashion.
negative,You disdain food.
negative,We disdain sunshine.
positive,You adore exercise.
positive,She like technology.
negative,Nobody dislike books.
negative,Everyone despise nature.
negative,They disdain books.
positive,You enjoy sunshine.
positive,They savor exercise.
negative,We detest travel.
negative,They regret dogs.
negative,Everyone detest work.
positive,Everyone adore food.
positive,We fancy work.
positive,Everyone like music.
negative,You despise science.
negative,We disdain music.
negative,I resent art.
negative,I loathe music.
negative,Everyone dread food.
negative,We resent travel.
negative,He despise cats.
negative,Everyone disdain dogs.
negative,She detest music.
negative,We despise work.
negative,I dislike travel.
positive,You admire art.
negative,I detest nature.
positive,We relish books.
negative,Everyone resent dogs.
positive,She cherish movies.
negative,You disdain sunshine.
positive,You fancy rain.
positive,You fancy exercise.
positive,Everyone fancy fashion.
positive,We appreciate chocolate.
positive,They enjoy chocolate.
positive,Someone admire food.
positive,We relish chocolate.
positive,It fancy science.
negative,She loathe music.
positive,Everyone love chocolate.
negative,They regret technology.
positive,Someone savor food.
positive,Nobody fancy coffee.
positive,It appreciate food.
negative,Someone disdain fashion.
positive,It love food.
negative,She disdain science.
negative,She loathe fashion.
negative,They hate sports.
negative,Everyone regret fashion.
positive,She enjoy cats.
negative,Everyone disdain cats.
positive,We enjoy exercise.
negative,He abhor dogs.
positive,Everyone admire work.
negative,Nobody detest books.
positive,Nobody appreciate work.
negative,He detest sports.
positive,He enjoy sports.
negative,She hate nature.
negative,We resent science.
positive,Someone fancy sports.
negative,You resent exercise.
negative,Everyone hate nature.
negative,I detest rain.
negative,I detest technology.
negative,Everyone hate travel.
positive,Someone cherish travel.
negative,She detest dogs.
positive,You love dogs.
negative,You hate rain.
positive,You admire fashion.
positive,He relish tea.
negative,Everyone dread movies.
negative,It resent chocolate.
negative,It dislike travel.
negative,Nobody despise art.
positive,She savor exercise.
positive,Everyone savor sports.
positive,We enjoy movies.
negative,It resent sunshine.
negative,He abhor art.
negative,It hate cats.
negative,They abhor rain.
negative,I dislike technology.
positive,I fancy chocolate.
positive,We like sports.
negative,We disdain travel.
positive,Someone admire science.
positive,She adore movies.
negative,Nobody regret rain.
negative,He loathe food.
negative,He despise nature.
positive,Someone cherish exercise.
positive,Nobody relish music.
negative,We loathe fashion.
negative,I loathe fashion.
negative,Everyone despise movies.
positive,They appreciate art.
positive,It relish nature.
positive,Someone adore exercise.
negative,We loathe tea.
positive,Nobody admire work.
negative,You loathe movies.
negative,You dread fashion.
positive,I admire tea.
positive,You fancy fashion.
negative,You detest movies.
negative,He dislike food.
negative,Nobody dislike travel.
negative,Someone detest dogs.
positive,You like food.
negative,Someone dislike books.
negative,Nobody loathe exercise.
negative,You hate exercise.
positive,It relish cats.
positive,Nobody love exercise.
negative,I disdain science.
negative,Nobody dislike tea.
negative,Someone detest sports.
positive,You enjoy science.
positive,You admire dogs.
positive,Nobody enjoy exercise.
negative,She resent sunshine.
negative,She dislike work.
negative,We loathe music.
positive,Everyone adore books.
positive,Everyone like work.
negative,He detest nature.
positive,He appreciate rain.
negative,They regret music.
positive,Someone like travel.
negative,We regret cats.
negative,Everyone resent movies.
negative,He resent travel.
positive,We savor sports.
negative,He detest dogs.
negative,Nobody detest science.
positive,We adore chocolate.
negative,You resent technology.
positive,We adore cats.
negative,You dread dogs.
positive,He love books.
positive,Everyone relish chocolate.
positive,Nobody adore sports.
negative,They disdain coffee.
negative,I hate chocolate.
positive,We love technology.
positive,She love art.
negative,We hate books.
positive,Nobody savor music.
positive,Everyone enjoy sunshine.
negative,It dislike exercise.
negative,Someone dislike food.
negative,They regret movies.
negative,I detest books.
negative,You disdain sports.
negative,You dread technology.
negative,I dislike work.
